study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	read_count	fastq_ftp	submitted_ftp	sra_ftp
PRJEB28097	SAMEA4898881	ERX2802704	ERR2793685	9606	Homo sapiens	76185	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/005/ERR2793685/ERR2793685.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793685/512.1.5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/005/ERR2793685
PRJEB28097	SAMEA4898882	ERX2802705	ERR2793686	9606	Homo sapiens	128319	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/006/ERR2793686/ERR2793686.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793686/512.1.6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/006/ERR2793686
PRJEB28097	SAMEA4898883	ERX2802706	ERR2793687	9606	Homo sapiens	121905	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/007/ERR2793687/ERR2793687.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793687/512.2.10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/007/ERR2793687
PRJEB28097	SAMEA4898884	ERX2802707	ERR2793688	9606	Homo sapiens	89637	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/008/ERR2793688/ERR2793688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793688/512.2.11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/008/ERR2793688
PRJEB28097	SAMEA4898885	ERX2802708	ERR2793689	9606	Homo sapiens	38135	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/009/ERR2793689/ERR2793689.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793689/512.2.12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/009/ERR2793689
PRJEB28097	SAMEA4898886	ERX2802709	ERR2793690	9606	Homo sapiens	41103	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/000/ERR2793690/ERR2793690.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793690/512.2.17.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/000/ERR2793690
PRJEB28097	SAMEA4898887	ERX2802710	ERR2793691	9606	Homo sapiens	108179	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/001/ERR2793691/ERR2793691.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793691/512.2.1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/001/ERR2793691
PRJEB28097	SAMEA4898888	ERX2802711	ERR2793692	9606	Homo sapiens	155827	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/002/ERR2793692/ERR2793692.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793692/512.2.2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/002/ERR2793692
PRJEB28097	SAMEA4898889	ERX2802712	ERR2793693	9606	Homo sapiens	73172	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/003/ERR2793693/ERR2793693.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793693/512.2.3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/003/ERR2793693
PRJEB28097	SAMEA4898890	ERX2802713	ERR2793694	9606	Homo sapiens	55311	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/004/ERR2793694/ERR2793694.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793694/512.2.4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/004/ERR2793694
PRJEB28097	SAMEA4898891	ERX2802714	ERR2793695	9606	Homo sapiens	105527	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/005/ERR2793695/ERR2793695.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793695/512.2.7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/005/ERR2793695
PRJEB28097	SAMEA4898892	ERX2802715	ERR2793696	9606	Homo sapiens	86348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/006/ERR2793696/ERR2793696.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793696/512.2.8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/006/ERR2793696
PRJEB28097	SAMEA4898893	ERX2802716	ERR2793697	9606	Homo sapiens	127938	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/007/ERR2793697/ERR2793697.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793697/512.2.9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/007/ERR2793697
PRJEB28097	SAMEA4898894	ERX2802717	ERR2793698	9606	Homo sapiens	108062	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/008/ERR2793698/ERR2793698.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793698/5.1.2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/008/ERR2793698
PRJEB28097	SAMEA4898895	ERX2802718	ERR2793699	9606	Homo sapiens	147231	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/009/ERR2793699/ERR2793699.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793699/513.1.1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/009/ERR2793699
PRJEB28097	SAMEA4898896	ERX2802719	ERR2793700	9606	Homo sapiens	128771	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/000/ERR2793700/ERR2793700.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793700/513.1.2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/000/ERR2793700
PRJEB28097	SAMEA4898897	ERX2802720	ERR2793701	9606	Homo sapiens	128414	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/001/ERR2793701/ERR2793701.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793701/513.1.3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/001/ERR2793701
PRJEB28097	SAMEA4898898	ERX2802721	ERR2793702	9606	Homo sapiens	137025	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/002/ERR2793702/ERR2793702.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793702/513.1.4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/002/ERR2793702
PRJEB28097	SAMEA4898899	ERX2802722	ERR2793703	9606	Homo sapiens	109469	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/003/ERR2793703/ERR2793703.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793703/513.1.5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/003/ERR2793703
PRJEB28097	SAMEA4898900	ERX2802723	ERR2793704	9606	Homo sapiens	99465	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/004/ERR2793704/ERR2793704.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793704/513.2.10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/004/ERR2793704
PRJEB28097	SAMEA4898901	ERX2802724	ERR2793705	9606	Homo sapiens	121356	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/005/ERR2793705/ERR2793705.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793705/513.2.11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/005/ERR2793705
PRJEB28097	SAMEA4898902	ERX2802725	ERR2793706	9606	Homo sapiens	147544	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/006/ERR2793706/ERR2793706.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793706/513.2.12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/006/ERR2793706
PRJEB28097	SAMEA4898903	ERX2802726	ERR2793707	9606	Homo sapiens	88008	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/007/ERR2793707/ERR2793707.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793707/513.2.17.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/007/ERR2793707
PRJEB28097	SAMEA4898904	ERX2802727	ERR2793708	9606	Homo sapiens	98529	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/008/ERR2793708/ERR2793708.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793708/513.2.1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/008/ERR2793708
PRJEB28097	SAMEA4898905	ERX2802728	ERR2793709	9606	Homo sapiens	110655	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/009/ERR2793709/ERR2793709.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793709/513.2.2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/009/ERR2793709
PRJEB28097	SAMEA4898906	ERX2802729	ERR2793710	9606	Homo sapiens	102237	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/000/ERR2793710/ERR2793710.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793710/513.2.3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/000/ERR2793710
PRJEB28097	SAMEA4898907	ERX2802730	ERR2793711	9606	Homo sapiens	110734	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/001/ERR2793711/ERR2793711.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793711/513.2.4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/001/ERR2793711
PRJEB28097	SAMEA4898908	ERX2802731	ERR2793712	9606	Homo sapiens	49919	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/002/ERR2793712/ERR2793712.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793712/513.2.7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/002/ERR2793712
PRJEB28097	SAMEA4898909	ERX2802732	ERR2793713	9606	Homo sapiens	104770	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/003/ERR2793713/ERR2793713.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793713/513.2.8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/003/ERR2793713
PRJEB28097	SAMEA4898910	ERX2802733	ERR2793714	9606	Homo sapiens	125423	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/004/ERR2793714/ERR2793714.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793714/513.2.9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/004/ERR2793714
PRJEB28097	SAMEA4898911	ERX2802734	ERR2793715	9606	Homo sapiens	118157	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/005/ERR2793715/ERR2793715.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793715/5.1.3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/005/ERR2793715
PRJEB28097	SAMEA4898912	ERX2802735	ERR2793716	9606	Homo sapiens	104283	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/006/ERR2793716/ERR2793716.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793716/514.1.1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/006/ERR2793716
PRJEB28097	SAMEA4898913	ERX2802736	ERR2793717	9606	Homo sapiens	235649	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/007/ERR2793717/ERR2793717.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793717/514.1.2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/007/ERR2793717
PRJEB28097	SAMEA4898914	ERX2802737	ERR2793718	9606	Homo sapiens	126990	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/008/ERR2793718/ERR2793718.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793718/514.1.3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/008/ERR2793718
PRJEB28097	SAMEA4898915	ERX2802738	ERR2793719	9606	Homo sapiens	171765	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/009/ERR2793719/ERR2793719.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793719/514.1.4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/009/ERR2793719
PRJEB28097	SAMEA4898916	ERX2802739	ERR2793720	9606	Homo sapiens	157645	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/000/ERR2793720/ERR2793720.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793720/514.1.5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/000/ERR2793720
PRJEB28097	SAMEA4898917	ERX2802740	ERR2793721	9606	Homo sapiens	130582	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/001/ERR2793721/ERR2793721.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793721/514.1.6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/001/ERR2793721
PRJEB28097	SAMEA4898918	ERX2802741	ERR2793722	9606	Homo sapiens	154887	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/002/ERR2793722/ERR2793722.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793722/514.2.10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/002/ERR2793722
PRJEB28097	SAMEA4898919	ERX2802742	ERR2793723	9606	Homo sapiens	149557	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/003/ERR2793723/ERR2793723.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793723/514.2.11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/003/ERR2793723
PRJEB28097	SAMEA4898920	ERX2802743	ERR2793724	9606	Homo sapiens	110302	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/004/ERR2793724/ERR2793724.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793724/514.2.12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/004/ERR2793724
PRJEB28097	SAMEA4898921	ERX2802744	ERR2793725	9606	Homo sapiens	130984	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/005/ERR2793725/ERR2793725.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793725/514.2.17.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/005/ERR2793725
PRJEB28097	SAMEA4898922	ERX2802745	ERR2793726	9606	Homo sapiens	134185	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/006/ERR2793726/ERR2793726.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793726/514.2.2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/006/ERR2793726
PRJEB28097	SAMEA4898923	ERX2802746	ERR2793727	9606	Homo sapiens	81723	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/007/ERR2793727/ERR2793727.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793727/514.2.3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/007/ERR2793727
PRJEB28097	SAMEA4898924	ERX2802747	ERR2793728	9606	Homo sapiens	124635	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/008/ERR2793728/ERR2793728.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793728/514.2.4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/008/ERR2793728
PRJEB28097	SAMEA4898925	ERX2802748	ERR2793729	9606	Homo sapiens	432695	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/009/ERR2793729/ERR2793729.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793729/514.2.7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/009/ERR2793729
PRJEB28097	SAMEA4898926	ERX2802749	ERR2793730	9606	Homo sapiens	89058	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/000/ERR2793730/ERR2793730.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793730/514.2.8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/000/ERR2793730
PRJEB28097	SAMEA4898927	ERX2802750	ERR2793731	9606	Homo sapiens	132131	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/001/ERR2793731/ERR2793731.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793731/514.2.9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/001/ERR2793731
PRJEB28097	SAMEA4898928	ERX2802751	ERR2793732	9606	Homo sapiens	133285	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/002/ERR2793732/ERR2793732.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793732/5.1.4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/002/ERR2793732
PRJEB28097	SAMEA4898929	ERX2802752	ERR2793733	9606	Homo sapiens	112768	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/003/ERR2793733/ERR2793733.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793733/515.1.1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/003/ERR2793733
PRJEB28097	SAMEA4898930	ERX2802753	ERR2793734	9606	Homo sapiens	92494	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/004/ERR2793734/ERR2793734.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793734/515.1.2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/004/ERR2793734
PRJEB28097	SAMEA4898931	ERX2802754	ERR2793735	9606	Homo sapiens	12163	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/005/ERR2793735/ERR2793735.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793735/515.1.3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/005/ERR2793735
PRJEB28097	SAMEA4898932	ERX2802755	ERR2793736	9606	Homo sapiens	104892	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/006/ERR2793736/ERR2793736.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793736/515.1.4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/006/ERR2793736
PRJEB28097	SAMEA4898933	ERX2802756	ERR2793737	9606	Homo sapiens	98725	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/007/ERR2793737/ERR2793737.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793737/515.1.5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/007/ERR2793737
PRJEB28097	SAMEA4898934	ERX2802757	ERR2793738	9606	Homo sapiens	95726	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/008/ERR2793738/ERR2793738.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793738/515.1.6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/008/ERR2793738
PRJEB28097	SAMEA4898935	ERX2802758	ERR2793739	9606	Homo sapiens	91625	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/009/ERR2793739/ERR2793739.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793739/515.2.10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/009/ERR2793739
PRJEB28097	SAMEA4898936	ERX2802759	ERR2793740	9606	Homo sapiens	97842	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/000/ERR2793740/ERR2793740.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793740/515.2.11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/000/ERR2793740
PRJEB28097	SAMEA4898937	ERX2802760	ERR2793741	9606	Homo sapiens	87894	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/001/ERR2793741/ERR2793741.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793741/515.2.12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/001/ERR2793741
PRJEB28097	SAMEA4898938	ERX2802761	ERR2793742	9606	Homo sapiens	81519	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/002/ERR2793742/ERR2793742.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793742/515.2.17.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/002/ERR2793742
PRJEB28097	SAMEA4898939	ERX2802762	ERR2793743	9606	Homo sapiens	83565	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/003/ERR2793743/ERR2793743.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793743/515.2.1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/003/ERR2793743
PRJEB28097	SAMEA4898940	ERX2802763	ERR2793744	9606	Homo sapiens	67125	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/004/ERR2793744/ERR2793744.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793744/515.2.2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/004/ERR2793744
PRJEB28097	SAMEA4898941	ERX2802764	ERR2793745	9606	Homo sapiens	74494	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/005/ERR2793745/ERR2793745.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793745/515.2.3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/005/ERR2793745
PRJEB28097	SAMEA4898942	ERX2802765	ERR2793746	9606	Homo sapiens	88231	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/006/ERR2793746/ERR2793746.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793746/515.2.5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/006/ERR2793746
PRJEB28097	SAMEA4898943	ERX2802766	ERR2793747	9606	Homo sapiens	97200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/007/ERR2793747/ERR2793747.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793747/515.2.7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/007/ERR2793747
PRJEB28097	SAMEA4898944	ERX2802767	ERR2793748	9606	Homo sapiens	79313	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/008/ERR2793748/ERR2793748.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793748/515.2.8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/008/ERR2793748
PRJEB28097	SAMEA4898945	ERX2802768	ERR2793749	9606	Homo sapiens	60344	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/009/ERR2793749/ERR2793749.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793749/515.2.9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/009/ERR2793749
PRJEB28097	SAMEA4898946	ERX2802769	ERR2793750	9606	Homo sapiens	50777	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/000/ERR2793750/ERR2793750.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793750/5.1.5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/000/ERR2793750
PRJEB28097	SAMEA4898947	ERX2802770	ERR2793751	9606	Homo sapiens	117199	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/001/ERR2793751/ERR2793751.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793751/516.1.1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/001/ERR2793751
PRJEB28097	SAMEA4898948	ERX2802771	ERR2793752	9606	Homo sapiens	110628	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/002/ERR2793752/ERR2793752.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793752/516.1.2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/002/ERR2793752
PRJEB28097	SAMEA4898949	ERX2802772	ERR2793753	9606	Homo sapiens	103324	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/003/ERR2793753/ERR2793753.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793753/516.1.3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/003/ERR2793753
PRJEB28097	SAMEA4898950	ERX2802773	ERR2793754	9606	Homo sapiens	70600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/004/ERR2793754/ERR2793754.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793754/516.1.4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/004/ERR2793754
PRJEB28097	SAMEA4898951	ERX2802774	ERR2793755	9606	Homo sapiens	87096	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/005/ERR2793755/ERR2793755.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793755/516.1.5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/005/ERR2793755
PRJEB28097	SAMEA4898952	ERX2802775	ERR2793756	9606	Homo sapiens	76628	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/006/ERR2793756/ERR2793756.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793756/516.1.6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/006/ERR2793756
PRJEB28097	SAMEA4898953	ERX2802776	ERR2793757	9606	Homo sapiens	75910	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/007/ERR2793757/ERR2793757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793757/516.2.10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/007/ERR2793757
PRJEB28097	SAMEA4898954	ERX2802777	ERR2793758	9606	Homo sapiens	83512	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/008/ERR2793758/ERR2793758.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793758/516.2.11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/008/ERR2793758
PRJEB28097	SAMEA4898955	ERX2802778	ERR2793759	9606	Homo sapiens	81380	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/009/ERR2793759/ERR2793759.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793759/516.2.12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/009/ERR2793759
PRJEB28097	SAMEA4898956	ERX2802779	ERR2793760	9606	Homo sapiens	68586	ftp.sra.ebi.ac.uk/vol1/fastq/ERR279/000/ERR2793760/ERR2793760.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR279/ERR2793760/516.2.17.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR279/000/ERR2793760
