Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Source_material_ID,SRA Study
SRR9224479,WGS,198,2850671185,PRJNA544527,SAMN11950023,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1789311201,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-11-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994927,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0020_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0020_MG,ae-0020_MG,SRP200548
SRR9224480,WGS,198,1702511262,PRJNA544527,SAMN11950022,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1081164240,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-11-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994926,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0019_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0019_MG,ae-0019_MG,SRP200548
SRR9224481,WGS,197,1711124220,PRJNA544527,SAMN11950021,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1071832345,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-11-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994925,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0018_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0018_MG,ae-0018_MG,SRP200548
SRR9224482,WGS,199,1532498672,PRJNA544527,SAMN11950020,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",979614014,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-11-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994924,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0016_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0016_MG,ae-0016_MG,SRP200548
SRR9224483,WGS,199,2110834616,PRJNA544527,SAMN11950027,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1328940231,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-11-17,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994923,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0025_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0025_MG,ae-0025_MG,SRP200548
SRR9224484,WGS,198,2807178210,PRJNA544527,SAMN11950026,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1763835576,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-11-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994922,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0024_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0024_MG,ae-0024_MG,SRP200548
SRR9224485,WGS,198,2589510427,PRJNA544527,SAMN11950025,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1632128909,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-11-13,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994921,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0022_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0022_MG,ae-0022_MG,SRP200548
SRR9224486,WGS,198,1714722199,PRJNA544527,SAMN11950024,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1086409976,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-11-12,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994920,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0021_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0021_MG,ae-0021_MG,SRP200548
SRR9224487,WGS,189,1884842711,PRJNA544527,SAMN11950402,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1141069612,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994919,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0069_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0069_MG,ao-0069_MG,SRP200548
SRR9224488,WGS,197,2041227535,PRJNA544527,SAMN11950029,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1285210268,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-11-19,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994918,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0027_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0027_MG,ae-0027_MG,SRP200548
SRR9224489,WGS,198,1862566373,PRJNA544527,SAMN11950028,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1180795566,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-11-18,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994917,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0026_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0026_MG,ae-0026_MG,SRP200548
SRR9224490,WGS,190,1233403180,PRJNA544527,SAMN11950151,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",776616370,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-07-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994916,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0089_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0089_MG,am-0089_MG,SRP200548
SRR9224491,WGS,173,956454190,PRJNA544527,SAMN11950114,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",603470789,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-17,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994915,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0052_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0052_MG,am-0052_MG,SRP200548
SRR9224492,WGS,191,3107655655,PRJNA544527,SAMN11950430,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2106275183,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-01-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994914,USA,North America,USA:Boston,Homo sapiens,as,Illumina HiSeq 2500,42.36 N 71.06 W,as-0002_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,as-0002_MG,as-0002_MG,SRP200548
SRR9224493,WGS,193,1499446807,PRJNA544527,SAMN11950264,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",955877904,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-04-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994913,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0209_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0209_MG,am-0209_MG,SRP200548
SRR9224494,WGS,189,1616387695,PRJNA544527,SAMN11950265,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1039109055,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-04-19,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994912,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0210_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0210_MG,am-0210_MG,SRP200548
SRR9224495,WGS,194,1901813670,PRJNA544527,SAMN11950266,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1214731911,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-04-22,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994911,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0211_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0211_MG,am-0211_MG,SRP200548
SRR9224496,WGS,194,1550756149,PRJNA544527,SAMN11950267,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",995201667,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-04-24,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994910,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0212_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0212_MG,am-0212_MG,SRP200548
SRR9224497,WGS,193,1755400873,PRJNA544527,SAMN11950260,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1131541222,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-04-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994909,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0205_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0205_MG,am-0205_MG,SRP200548
SRR9224498,WGS,193,2139691156,PRJNA544527,SAMN11950261,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1354003418,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-04-12,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994908,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0206_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0206_MG,am-0206_MG,SRP200548
SRR9224499,WGS,190,2471170645,PRJNA544527,SAMN11950262,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1579499340,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-04-13,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994907,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0207_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0207_MG,am-0207_MG,SRP200548
SRR9224500,WGS,191,1911784086,PRJNA544527,SAMN11950263,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1219245286,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-04-14,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994906,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0208_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0208_MG,am-0208_MG,SRP200548
SRR9224501,WGS,195,367571801,PRJNA544527,SAMN11950268,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",237492940,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-04-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994905,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0213_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0213_MG,am-0213_MG,SRP200548
SRR9224502,WGS,192,1232900521,PRJNA544527,SAMN11950269,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",791965637,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-04-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994904,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0214_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0214_MG,am-0214_MG,SRP200548
SRR9224503,WGS,184,1912424265,PRJNA544527,SAMN11950181,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1215717344,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-10-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994903,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0119_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0119_MG,am-0119_MG,SRP200548
SRR9224504,WGS,189,2171941778,PRJNA544527,SAMN11950180,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1365293328,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-09-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994902,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0118_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0118_MG,am-0118_MG,SRP200548
SRR9224505,WGS,184,1104395764,PRJNA544527,SAMN11950183,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",701933818,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-10-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994901,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0121_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0121_MG,am-0121_MG,SRP200548
SRR9224506,WGS,186,1390321546,PRJNA544527,SAMN11950182,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",888260301,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-10-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994900,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0120_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0120_MG,am-0120_MG,SRP200548
SRR9224507,WGS,186,1643493008,PRJNA544527,SAMN11950185,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1038427252,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-10-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994899,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0123_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0123_MG,am-0123_MG,SRP200548
SRR9224508,WGS,187,634855532,PRJNA544527,SAMN11950184,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",402500772,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-10-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994898,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0122_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0122_MG,am-0122_MG,SRP200548
SRR9224509,WGS,192,1102912578,PRJNA544527,SAMN11950187,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",698152050,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-10-12,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994897,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0125_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0125_MG,am-0125_MG,SRP200548
SRR9224510,WGS,191,1376926121,PRJNA544527,SAMN11950186,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",873892444,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-10-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994896,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0124_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0124_MG,am-0124_MG,SRP200548
SRR9224511,WGS,189,845394126,PRJNA544527,SAMN11950189,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",529760859,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-10-20,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994895,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0127_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0127_MG,am-0127_MG,SRP200548
SRR9224512,WGS,190,1218935438,PRJNA544527,SAMN11950188,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",779095328,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-10-16,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994894,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0126_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0126_MG,am-0126_MG,SRP200548
SRR9224513,WGS,187,1184239304,PRJNA544527,SAMN11950211,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",748377920,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994893,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0152_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0152_MG,am-0152_MG,SRP200548
SRR9224514,WGS,188,1042882503,PRJNA544527,SAMN11950210,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",654770207,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994892,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0151_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0151_MG,am-0151_MG,SRP200548
SRR9224515,WGS,186,539450238,PRJNA544527,SAMN11950213,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",344467474,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994891,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0155_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0155_MG,am-0155_MG,SRP200548
SRR9224516,WGS,185,293605523,PRJNA544527,SAMN11950212,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",184016655,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994890,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0153_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0153_MG,am-0153_MG,SRP200548
SRR9224517,WGS,187,1369339493,PRJNA544527,SAMN11950215,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",871844315,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-12,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994889,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0157_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0157_MG,am-0157_MG,SRP200548
SRR9224518,WGS,188,1975987756,PRJNA544527,SAMN11950214,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1235734593,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994888,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0156_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0156_MG,am-0156_MG,SRP200548
SRR9224519,WGS,184,1307815694,PRJNA544527,SAMN11950217,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",820980525,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994887,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0159_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0159_MG,am-0159_MG,SRP200548
